entidade;atributo;descricao
maltego.company;empresa.data_de_exclusão_do_efd;Data de exclusão do Perfil de Escrituração.
maltego.company;empresa.e_mail;Endereço eletrônico utilizado para comunicação oficial e contatos da empresa.
maltego.company;address;Localização exata e completa da sede da empresa.
maltego.company;empresa.envio_de_arquivos_de_efd;Indica se há obrigatoriedade de envio dos arquivos da Escrituração Fiscal Digital (EFD) para a administração tributária.
maltego.company;empresa.estado;Unidade federativa brasileira onde a empresa está oficialmente registrada.
maltego.company;base_entity.expandable;Valores a serem expandidos
maltego.company;empresa.filepath;Caminho para arquivo de referencia
maltego.company;sinapses.historico_trabalhista;Compilação de registros de emprego e relações trabalhistas da empresa.
maltego.company;id;Código único para identificação da empresa.
maltego.company;empresa.info_restricao;Restrições empresariais.
maltego.company;empresa.informacao_inscricao_estadual;Informação sobre a Inscrição Estadual.
maltego.company;empresa.inscricao_estadual;Número de registro da empresa no cadastro do ICMS estadual.
maltego.company;jurisdiction;Região ou domínio legal no qual a empresa opera.
maltego.company;empresa.link;URL relacionado à empresa, fornecendo acesso direto a mais informações online.
maltego.company;properties.company;Razão Social da Empresa
maltego.company;empresa.id_matriz;Empresa é matriz?
maltego.company;empresa.media_credito;Representa a média mensal de entradas financeiras na empresa.
maltego.company;empresa.media_debito;Indica a média mensal de saídas financeiras da empresa.
maltego.company;empresa.empresa_mei;Indica se a empresa opera como Microempreendedor Individual.
maltego.company;empresa.moeda;Código de moeda utilizada.
maltego.company;company.mp_virtual_code;Identificador digital da empresa em sistemas governamentais.
maltego.company;empresa.natureza_juridica;Categoria legal que define a estrutura e regulação da empresa.
maltego.company;empresa.nfe;Data de Nota Fiscal eletrônica
maltego.company;empresa.nire;Identificador único para o registro estadual da empresa, essencial para trâmites legais.
maltego.company;nome_prestadora.;Nome da prestadora de serviços.
maltego.company;empresa.nome_fantasia;Nome utilizado comercialmente pela empresa
maltego.company;empresa.numero_candidato;Número identificador de candidato vinculado à empresa.
maltego.company;empresa.objeto_social;Atividade à qual a empresa se dedica.
maltego.company;empresa.ct_e_obrigatorio;O CT-e é obrigatório?
maltego.company;empresa.efd_obrigatorio;O EFD é obrigatório?
maltego.company;empresa.observacoes;Observações a respeito do indivíduo.
maltego.company;empresa.ocorrencia_fiscal;Indica se a empresa está autorizada a operar e realizar transações comerciais de acordo com as regulamentações fiscais do estado em questão.
maltego.company;empresa.outro_documento;Indica a presença de um documento adicional relevante.
maltego.company;empresa.outros_nomes;Nomes alternativos ou históricos usados pela empresa no comércio ou marketing.
maltego.company;empresa.cadastro_do_paf_ecf;Indica se a empresa em questão tem o Programa Aplicativo Fiscal para o Emissor de Cupom Fiscal (PAF-ECF) cadastrado no sistema.
maltego.company;empresa.participacao_na_sociedade;Participação de um sócio em uma sociedade
maltego.company;empresa.partido;Afiliação partidária da empresa.
maltego.company;empresa.porte;Porte da Empresa.
maltego.company;empresa.posto_fiscal;Refere-se ao posto fiscal ao qual a empresa está vinculada para efeitos de fiscalização tributária.
maltego.company;empresa.procon;Informacoes do PROCON
maltego.company;empresa.produtor_rural;Indica se diz respeito a um produtor rural de pequeno porte.
maltego.company;empresa.quantidade_de_funcionarios_acima_de_5_salarios;Funcionários >5 salários.
maltego.company;empresa.quantidade_de_funcionarios_abaixo_de_5_salarios;Funcionários <5 salários.
maltego.company;empresa.qtd_processos;Número total de ações judiciais envolvendo a empresa.
maltego.company;properties.company;Razão Social da Empresa
maltego.company;empresa.regime_apuracao;Regime de apuração fiscal
maltego.company;empresa.regime_de_tributacao;Um sistema que estabelece a cobrança de impostos de cada CNPJ.
maltego.company;empresa.regime_de_pagamento;Sistema utilizado para quitar obrigações financeiras.
maltego.company;empresa.regional;Especificação regional de onde a empresa está associada.
maltego.company;empresa.secret;Informações confidenciais da empresa.
maltego.company;empresa.sequencial;ID único empresarial.
maltego.company;empresa.sigilo;Indicador de confidencialidade aplicado a informações sensíveis da empresa.
maltego.company;empresa.simples_nacional;Empresa optante pelo Simples Nacional?
maltego.company;base_entity.sinapses_adicionais;
maltego.company;empresa.situacao_atual;Situação atual da condição legal ou comercial da empresa.
maltego.company;empresa.situacao_do_cnpj;Situação do CNPJ.
maltego.company;empresa.situacao_especial;Situação especial da condição legal ou comercial da empresa.
maltego.company;empresa.situacao_inscricao_estadual;Situação da Inscrição Estadual em relação à Empresa.
maltego.company;empresa.situacao_nfe;Situação da nota fiscal eletronica (NFE).
maltego.company;empresa.status_receita;Estado fiscal na Receita
maltego.company;empresa.situacao_cadastral_vigente;Situação cadastral referente ao estado atual de seus registros.
maltego.company;empresa.sublimite_do_simples_nacional;Indica se a empresa, enquadrada no Simples, ultrapassou o limite de receita anual que determina a necessidade do pagamento de ISS (Imposto Sobre Serviços) e ICMS (Imposto sobre Circulação de Mercadorias e Serviços) adicionais
maltego.company;empresa.tipo_area;Especialização da empresa, indicando os setores de mercado em que atua.
maltego.company;empresa.tipo_do_contribuinte;Classificação quanto ao tipo de contribuição da empresa.
maltego.company;empresa.tipo_do_cte;Tipo de CT-e.
maltego.company;type;Diferenciação entre matriz e filial, revelando a estrutura organizacional da empresa.
maltego.company;empresa.tipo_de_ie;Tipo de Inscrição Estadual.
maltego.company;empresa.tipo_de_imposto;Categoria tributária.
maltego.company;empresa.tipo_prodtuor;Tipo de produtor.
maltego.company;empresa.total_credito;Soma do crédito processado pela empresa.
maltego.company;empresa.total_debito;Volume total de transações de saída financeira acumuladas pela empresa.
maltego.company;empresa.total_de_funcionarios;Total de funcionarios da Empresa
maltego.company;empresa.ultima_situacao;Registro mais recente da condição legal ou comercial da empresa.
maltego.company;status;Estado operacional atual da empresa no mercado.
maltego.company;empresa.unidade_de_atendimento;Indica a origem ou a unidade de atendimento responsável por tratar as informações relacionadas ao contribuinte ou empresa.
maltego.company;empresa.unidade_eleitoral;Área eleitoral onde a empresa tem influência.
maltego.company;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
maltego.company;empresa.valor_proposto;Valor unitário proposto pela empresa durante uma licitação
maltego.company;empresa.valor_quota;Valor de quota empresarial
maltego.GPS;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
maltego.GPS;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
maltego.GPS;gps.coordinate;Dados detalhados de localização para mapeamento preciso.
maltego.GPS;base_entity.expandable;Valores a serem expandidos
maltego.GPS;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
maltego.GPS;latitude;Valor que determina a posição norte ou sul de um ponto no planeta.
maltego.GPS;longitude;Valor que define a posição leste ou oeste de um ponto no planeta.
maltego.GPS;gps.coordinate;Dados detalhados de localização para mapeamento preciso.
maltego.GPS;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
maltego.GPS;base_entity.sinapses_adicionais;
maltego.GPS;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.RDI;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.RDI;arquivo.access_time;Última data e hora de acesso ao documento.
sinapses.RDI;rdi.ano;Ano de referência ou contexto temporal do relatório, crucial para entender seu enquadramento temporal.
sinapses.RDI;rdi.assunto;Tema central ou tópico abordado no relatório, delineando o foco principal da análise.
sinapses.RDI;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.RDI;arquivo.creation_time;Data e hora da criação inicial do documento.
sinapses.RDI;rdi.data;Data de criação do relatório, marcando o momento de sua elaboração ou registro no sistema.
sinapses.RDI;arquivo.deleted_time;Data e hora da exclusão do documento do sistema.
sinapses.RDI;arquivo.description;Sumário do conteúdo e propósito do documento.
sinapses.RDI;arquivo.doc_link;Link direto para o acesso ao documento.
sinapses.RDI;arquivo.download_info;Parâmetros e protocolos para baixar o documento.
sinapses.RDI;arquivo.extensao;Sufixo adicionado ao nome do arquivo para indicar o tipo de arquivo ou o formato de dados contido no arquivo.
sinapses.RDI;arquivo.file_size;Espaço de armazenamento ocupado pelo documento.
sinapses.RDI;arquivo.fonte_da_info;Proveniência das informações contidas no documento.
sinapses.RDI;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.RDI;arquivo.modify_time;Registro da última alteração no documento.
sinapses.RDI;rdi.numero;Identificador único do relatório dentro do sistema, facilitando a referência e organização.
sinapses.RDI;rdi.origem;Fonte ou proveniência do relatório, essencial para avaliar sua autenticidade e relevância.
sinapses.RDI;arquivo.processo_relacionado;Identificação de um processo legal ou administrativo vinculado ao documento.
sinapses.RDI;arquivo.resumo;Destaque dos tópicos principais abordados no documento.
sinapses.RDI;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.RDI;arquivo.source;Arquivo onde o documento foi originalmente encontrado, codificado em Base64.
sinapses.RDI;rdi.tipo_documento;Classificação do relatório, indicando sua natureza ou categoria específica dentro do conjunto de inteligência.
sinapses.RDI;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
maltego.URL;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
maltego.URL;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
maltego.URL;url.dominio;Domínio associado à URL.
maltego.URL;base_entity.expandable;Valores a serem expandidos
maltego.URL;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
maltego.URL;url;Endereço completo de um recurso na web, incluindo protocolo e caminho de acesso.
maltego.URL;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
maltego.URL;base_entity.sinapses_adicionais;
maltego.URL;url;Endereço completo de um recurso na web, incluindo protocolo e caminho de acesso.
maltego.URL;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Licitacao;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Licitacao;licitacao.ano;Ano de execução da licitação.
sinapses.Licitacao;licitacao.ano_modalidade;Ano em que a modalidade de licitação foi realizada.
sinapses.Licitacao;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Licitacao;licitacao.caracteristica_objeto;Visão geral das qualidades do item.
sinapses.Licitacao;licitacao.classificacao_orcamentaria;Classificação da despesa no orçamento.
sinapses.Licitacao;licitacao.codigo_estagio;Código do estágio.
sinapses.Licitacao;licitacao.cod_fundamentacao_legal;Código que identifica a base legal da licitação.
sinapses.Licitacao;licitacao.codigo_modalidade;Código do Método de seleção aplicado à licitação.
sinapses.Licitacao;licitacao.codigo_municipio;Código do Município.
sinapses.Licitacao;licitacao.codigo_natureza;Código da Natureza jurídica do objeto da licitação.
sinapses.Licitacao;licitacao.codigo_objeto;Códido do objeto.
sinapses.Licitacao;licitacao.codigo_descricao_objeto;Código da Descrição do Objeto.
sinapses.Licitacao;licitacao.codigo;Identificador único do processo licitatório.
sinapses.Licitacao;licitacao.codigo_situacao_licitacao;Identificador da situação do processo de licitação.
sinapses.Licitacao;licitacao.criterio_de_julgamento;Critério que determina como a licitação foi analisada e classificada.
sinapses.Licitacao;licitacao.data_de_emissao;Data de emissão do edital.
sinapses.Licitacao;licitacao.data_homologacao;Data de confirmação do resultado da licitação.
sinapses.Licitacao;licitacao.data_limite;Data limite para apresentação de propostas ou para o encerramento do processo de licitação.
sinapses.Licitacao;licitacao.data_da_publicacao;Data de publicação da licitação.
sinapses.Licitacao;licitacao.data_publicacao_da_habilitacao;Data de Publicação da Habilitação do Licitante.
sinapses.Licitacao;licitacao.data_publicacao_julgamento;Data de publicação do Julgamento.
sinapses.Licitacao;licitacao.data_sessao_abertura;Data em que as propostas serão oficialmente abertas e conhecidas.
sinapses.Licitacao;licitacao.descricao_objeto;Breve detalhamento sobre a contratação em uma licitação.
sinapses.Licitacao;licitacao.diario_oficial;Número de identificação do Diário Oficial Eletrônico onde a licitação foi publicada.
sinapses.Licitacao;licitacao.documento_do_licitante;Documento do Licitante (CNPJ ou CPF).
sinapses.Licitacao;licitacao.dotacao_orcamentaria;Alocação específica de recursos financeiros para a execução do contrato licitado.
sinapses.Licitacao;licitacao.edital;Número do edital da licitação.
sinapses.Licitacao;licitacao.elemento;Indica o tipo de divisão de itens na licitação.
sinapses.Licitacao;licitacao.especificao_objeto;Detalhes técnicos específicos do objeto do Edital
sinapses.Licitacao;licitacao.estagio;Fase específica do processo licitatório.
sinapses.Licitacao;licitacao.estimativa_orcamento;Previsão inicial de gastos ou despesas, antes da realização efetiva da despesa.
sinapses.Licitacao;base_entity.expandable;Valores a serem expandidos
sinapses.Licitacao;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Licitacao;licitacao.id_unidade_gestora; ID da unidade administrativa responsável pela gestão da Licitação.
sinapses.Licitacao;licitacao.link_arquivo;Link de acesso ao arquivo da licitação.
sinapses.Licitacao;licitacao.codigo;Identificador único do processo licitatório.
sinapses.Licitacao;licitacao.modalidade;Método de seleção aplicado à licitação.
sinapses.Licitacao;licitacao.natureza_do_objeto;Natureza jurídica do objeto da licitação.
